timestamp , count , unique
2019-07-03T00:00:00Z , 3 , 3
2019-07-04T00:00:00Z , 2 , 2
2019-07-05T00:00:00Z , 2 , 2
2019-07-06T00:00:00Z , 1 , 1
2019-07-08T00:00:00Z , 4 , 4
2019-07-09T00:00:00Z , 1 , 1
2019-07-10T00:00:00Z , 6 , 6
2019-07-11T00:00:00Z , 4 , 3
2019-07-12T00:00:00Z , 5 , 4
2019-07-13T00:00:00Z , 28 , 22
2019-07-14T00:00:00Z , 13 , 9
2019-07-15T00:00:00Z , 58 , 39
2019-07-16T00:00:00Z , 36 , 20
2019-07-17T00:00:00Z , 9 , 9
